Pidgeotto, SEU Dorm, 708, 2016-07-23 21:51:16.709000
Pidgey, SEU Dorm, 610, 2016-07-23 21:51:16.746000
Doduo, SEU Dorm, 329, 2016-07-23 21:51:16.777000
Pidgey, SEU Dorm, 301, 2016-07-23 21:51:16.810000
Scyther, SEU Dorm, 264, 2016-07-23 21:51:16.850000
Goldeen, SEU Dorm, 228, 2016-07-23 21:51:16.886000
Pidgey, SEU Dorm, 231, 2016-07-23 21:51:16.916000
Rattata, SEU Dorm, 39, 2016-07-23 21:51:16.949000
Pidgey, SEU Dorm, 44, 2016-07-23 21:51:16.979000
Doduo, SEU Dorm, 48, 2016-07-23 21:51:17.007000
Rattata, SEU Dorm, 28, 2016-07-23 21:51:17.036000
Pidgey, SEU Dorm, 60, 2016-07-23 21:51:17.068000
Pidgey, SEU Dorm, 112, 2016-07-23 21:51:17.102000
Pidgey, SEU Dorm, 120, 2016-07-23 21:51:17.131000
Rattata, SEU Dorm, 1038, 2016-07-23 21:51:17.162000
Pidgey, SEU Dorm, 978, 2016-07-23 21:51:17.191000
Rattata, SEU Dorm, 976, 2016-07-23 21:51:17.222000
Eevee, SEU Dorm, 1026, 2016-07-23 21:51:17.268000
Pidgey, SEU Pika Lot, 954, 2016-07-23 21:51:37.944000
Doduo, SEU Pika Lot, 671, 2016-07-23 21:51:37.982000
Pidgey, SEU Pika Lot, 639, 2016-07-23 21:51:38.016000
Scyther, SEU Pika Lot, 609, 2016-07-23 21:51:38.047000
Goldeen, SEU Pika Lot, 572, 2016-07-23 21:51:38.079000
Pidgey, SEU Pika Lot, 572, 2016-07-23 21:51:38.121000
Pidgey, SEU Pika Lot, 434, 2016-07-23 21:51:38.152000
Rattata, SEU Pika Lot, 386, 2016-07-23 21:51:38.184000
Pidgey, SEU Pika Lot, 379, 2016-07-23 21:51:38.216000
Doduo, SEU Pika Lot, 347, 2016-07-23 21:51:38.248000
Rattata, SEU Pika Lot, 340, 2016-07-23 21:51:38.280000
Rattata, SEU Pika Lot, 330, 2016-07-23 21:51:38.311000
Pidgey, SEU Pika Lot, 288, 2016-07-23 21:51:38.343000
Pidgey, SEU Pika Lot, 381, 2016-07-23 21:51:38.374000
Pidgey, SEU Pika Lot, 379, 2016-07-23 21:51:38.406000
Spearow, Casino, 457, 2016-07-23 21:51:46.605000
Pidgey, Casino, 453, 2016-07-23 21:51:46.636000
Pidgeotto, Casino, 552, 2016-07-23 21:51:46.666000
Pidgey, Casino, 513, 2016-07-23 21:51:46.697000
Rattata, Casino, 513, 2016-07-23 21:51:46.727000
Goldeen, Casino, 529, 2016-07-23 21:51:46.767000
Pidgey, Casino, 416, 2016-07-23 21:51:46.798000
Spearow, Travel Plaza Lot, 173, 2016-07-23 21:51:54.422000
Pidgey, Travel Plaza Lot, 144, 2016-07-23 21:51:54.452000
Pidgeotto, Travel Plaza Lot, 113, 2016-07-23 21:51:54.482000
Pidgey, Travel Plaza Lot, 115, 2016-07-23 21:51:54.510000
Rattata, Travel Plaza Lot, 80, 2016-07-23 21:51:54.539000
Goldeen, Travel Plaza Lot, 49, 2016-07-23 21:51:54.580000
Pidgey, Travel Plaza Lot, 68, 2016-07-23 21:51:54.610000
Pidgey, SEU Dorm, 103, 2016-07-23 21:53:31.112000
Rattata, SEU Dorm, 100, 2016-07-23 21:53:31.236000
Horsea, Casino, 202, 2016-07-23 21:54:27.849000
Spearow, Casino, 217, 2016-07-23 21:54:27.880000
Pidgey, Casino, 149, 2016-07-23 21:54:27.912000
Rattata, Casino, 149, 2016-07-23 21:54:27.944000
Rattata, Casino, 463, 2016-07-23 21:54:27.982000
Exeggcute, Casino, 460, 2016-07-23 21:54:28.024000
Pidgey, Casino, 443, 2016-07-23 21:54:28.057000
Eevee, Casino, 445, 2016-07-23 21:54:28.157000
Weedle, Casino, 474, 2016-07-23 21:54:28.263000
